cr714__requestsid,cr714_additionalinformation,cr714_currentstate,cr714_delegates,cr714_desiredfuturestate,cr714_disposition,cr714_howdiscovered,cr714_impact,importsequencenumber,cr714_location,cr714_name,cr714_program,cr714_projecttype,cr714_sg1comment,cr714_sg1notes,cr714_shorttitle,cr714_sponsornameflat,cr714_spotid,statuscode,statecode,timezoneruleversionnumber,cr714_timestamp_dqcheck,cr714_timestamp_pirtassessment,cr714_timestamp_prioritized,cr714_timestamp_projectcreation,cr714_timestamp_sg1review,cr714_timestamp_submitted,utcconversiontimezonecode,versionnumber,cr714_whenneeded,cr714_whenneededjustification,cr714_workflowstep,owningbusinessunit,cr714_sponsor.azureactivedirectoryobjectid
62b3d343-8da8-f111-b8de-000d3a8cdfc7,"Limited stakeholder engagement, competing priorities, or insufficient resources may delay implementation of the governance framework and hinder the transition of compliance accountability to functional areas.","Compliance activities are managed through a fragmented and reactive approach with inconsistent ownership, accountability, and governance across functional areas. Quality Compliance resources spend a significant amount of time coordinating activities, following up on overdue commitments, and obtaining status updates rather than providing strategic oversight. Governance processes vary between compliance programs, resulting in limited visibility of compliance performance, inconsistent escalation of risks, and challenges sustaining timely closure of commitments. In addition, the site does not have a defined risk tolerance framework, resulting in inconsistent prioritization and resource allocation across compliance activities. As compliance demands continue to grow, the current model is not scalable and creates inefficiencies that contribute to overdue actions, extensions, and increased administrative burden.",tara.feuerstein@takeda.com,"A standardized compliance governance framework is established and piloted through the existing Quality Risk Management (QRM) governance process. The framework defines clear roles, responsibilities, escalation pathways, performance expectations, and site risk tolerance to support consistent, risk-based decision making. Governance ownership is embedded within functional areas, with defined accountability for managing compliance commitments and monitoring performance. Lessons learned from the QRM pilot are used to refine the framework and create a scalable model that can be deployed to additional compliance processes, including Inspection Readiness, Gap Assessments, Regulatory Requests, RTQs/PMCs, and other quality compliance activities in subsequent phases of the transformation.",Pending,"A backlog of compliance commitments and tasks, combined with the absence of a standardized governance framework and defined site risk tolerance, has resulted in a reactive operating model. Quality Compliance resources are frequently diverted to coordination and follow-up activities, limiting their ability to focus on strategic compliance oversight, risk management, and continuous improvement. This model is not sustainable as compliance demands continue to increase.","The current operating model diverts resources from strategic compliance activities and increases the risk that compliance commitments are not managed effectively. Failure to execute these activities appropriately may result in compliance risk, overdue commitments, and reduced inspection readiness.",,200 Shire Way; 300 Shire Way; 185 Alewife Brook Parkway; Belmont Warehouse; 400 Shire Way; 205 Alewife Brook Parkway; North Reading Warehouse,MBO TxN - QUAL - Compliance TIP,,Standard Project,,,MBO TxN - QUAL - Compliance TIP,Maggie Seibel,1063783,1,0,0,,,2026-09-08 19:00:39.0000000,2026-09-08 19:11:05.0000000,,,,26982951,2027-03-05 05:00:00.0000000,"This date is aligned with the approved Compliance TIP timeline and is required to maintain planned sequencing of project activities, dependencies, and subsequent implementation phases. Delays to this milestone may impact downstream deliverables and overall program completion.",7. Processed,04d25798-3a42-ee11-bdf5-000d3a8fd327,daf1bf4e-9ac8-4e93-b50e-54b0dc21e997
2337e631-89ab-f111-aaac-70a8a53eb3d2,,"In the current state, Manufacturing is instructed to prepare 10% resin overage or 5L resin overage, whichever is greater. This is generally more than is needed for the column packing operation and holdup / line losses.",,"This project will solve the problem of ensuring there is sufficient resin / slurry during column packing operations while reducing overage, which will cnstitute a COGS savings.",Pending,This opportunity was identified by analysis by MSAT Department.,The effect of this opportunity would be COGS savings on various resins routinely used during manufacturing operations.,,400 Shire Way,MBO TxN - MSci - Resin Prep Optimization,,Standard Project,,,MBO TxN - MSci - Resin Prep Optimization,Yong Wang,1063782,1,0,0,,,,2026-09-08 15:50:07.0000000,,2026-09-08 13:44:06.0000000,,26981926,2026-12-31 05:00:00.0000000,"The excess resin / slurry is to account for holdup and line losses, however, we are still currently preparing more than is necessary.",7. Processed,04d25798-3a42-ee11-bdf5-000d3a8fd327,1ae4535a-c129-4f33-9f76-1ba698be262a
fb9dd537-19a2-f111-b8dc-7c1e5215f4b4,Reference Beacon CAPA 686539 which has a summary of the gaps identified.,"'- The majority of the existing monitoring installations do not report power failures or sensor failures to the BMS.
- Some installations are not on emergency or UPS power.
- Some installations only alarm locally and not to the BMS.",,"All MBO gas monitoring installations will be in compliance with SOP-240066, ""MA Bio Ops Gas Monitoring"".",Pending,Beacon CAPA 686539,The deficiencies noted present a safety risk to MBO operations as these are safety critical instruments.  Remediation would not pose a significant impact production or routine operations.,,200 Shire Way; 300 Shire Way; 400 Shire Way; 205 Alewife Brook Parkway; North Reading Warehouse,MBO - EHS - Gas Monitoring Equipment Gap Remediation,,Standard Project,,,MBO - EHS - Gas Monitoring Equipment Gap Remediation,JD Fier,1063740,1,0,0,,,,2026-09-03 17:57:56.0000000,,2026-08-27 13:32:31.0000000,,26943859,2027-09-30 04:00:00.0000000,"Beacon CAPA 686539 was completed to gap assess the existing MBO gas monitoring installations against our recently created site SOP (SOP-240066, ""MA Bio Ops Gas Monitoring"").  There were some significant gaps in monitoring/alarming that need to be addressed to bring our installations up to the standard.",7. Processed,04d25798-3a42-ee11-bdf5-000d3a8fd327,c85382f3-fe11-4a71-b61d-acfa29d8f3fb
a796179f-8c87-f111-ab0f-7ced8d1ca135,,"Due to the negative impacts of the cleaning process, the walls and doors in these rooms require continuous repair and maintenance. This includes ongoing painting and resealing of the walls, doors, and door frames.",,"The desired future state is to install more durable materials in the rooms, such as stainless steel, plastic, and FRP (fiberglass-reinforced plastic), that can better withstand daily Spor-Klenz cleanings and reduce damage to the walls, doors, and door frames.
This improvement will help minimize damage in Gown Rooms 1122 and 1121, reduce repair and maintenance costs, and decrease operational disruptions resulting from frequent repair activities. Additionally, it will help maintain the rooms in a compliant, functional, and visually acceptable condition for GMP operations.",Pending,"These issues have been identified through routine walkthroughs of the areas, observations by individuals who use the areas to gown before entering the manufacturing suites, and records in the CMMS work order system.","Gown Rooms 1122 and 1121 are GMP areas that require daily cleaning. These rooms serve as the entrance to Manufacturing GMP operations and are required to be clean, functional, and free of damage.
Repairs to these rooms often require the areas to be closed off or modified so that painting and sealing activities can be performed. Additional time is also required for the paint and sealants to cure properly. As a result, any repair work can cause disruptions to operations each time maintenance is required.
Furthermore, because these rooms are critical to manufacturing operations, repairs can be difficult to schedule. This often results in damage remaining unaddressed for extended periods, increasing the risk to the facility and creating potential compliance concerns.",,400 Shire Way,400SW - AIMP - Gowning Rooms 1122 & 1121 Architectural renewal,,Simple Project,,,400SW - AIMP - Gowning Rooms 1122 & 1121 Architectural renewal,JD Fier,1063642,1,0,0,,,,2026-08-24 21:48:33.0000000,,2026-07-24 18:24:28.0000000,,26826303,2027-01-27 05:00:00.0000000,A change in the cleaning procedure changed the cleaning schedule for gown rooms 1122 and 1121 from monthly Spor-Klenz cleaning to daily Spor-Klenz cleaning. Spor-Klenz is corrosive and has caused damage to the walls and door frames in both rooms due to the negative effects of the cleaning process.,7. Processed,04d25798-3a42-ee11-bdf5-000d3a8fd327,c85382f3-fe11-4a71-b61d-acfa29d8f3fb
e32aee5c-204a-f111-bec6-7c1e5215f4b4,,"There are only five (5) CUNO Filter holders that are shared between Recovery 1 and 2. Mezagitamab Clarification in Recovery 2 requires using all five (5) CUNO filter holders. If Recovery 2 runs Mezagitamab in parallel with Recovery 1 Clarification of Replagal, VPRIV or rhASA C which required one (1) CUNO filter holder, this would not be possible.",,Having enough CUNO filter holders in Recovery to enable back to back harvest clarification operations with Mezagitamab and other products.,Pending,GEMBA; Observation on scheduling with upcoming campaign having Mezagitamab in Recovery 2 and Replagal and rhASA C in Recovery 1 starting November 2026. It was observed that there are only five (5) available CUNO filter holders shared between Recovery 1 and 2.,Unable to run Mezagitamab in Recovery 2 and Replagal or rhASAC or VPRIV in Recovery 1 at the same time as there will not be enough CUNO filter holders available.,,400 Shire Way,400SW - CI - Additional CUNO Filter Holder for Recovery 1 & 2 Operations,,Simple Project,,,400SW - CI - Additional CUNO Filter Holder for Recovery 1 & 2 Operations,Stephanie Smieszek-Racine,1063643,1,0,0,,,,2026-08-24 22:08:32.0000000,,2026-05-07 14:24:22.0000000,,26693861,2026-10-30 04:00:00.0000000,"To allow for Mezagitamab Harvest Clarification operations in Recovery 2 and Replagal, rhASAC or VPRIV in Recovery running at the same time. Mezagitamab Clarification operations in Recovery 2 requires five (5) CUNO filter holders and Replagal, rhASAC or VPRIV Clarification operation in Recovery 1 requires 1 CUNO filter holder. There are only five (5) CUNO filter holders shared between Recovery 1 and 2.",7. Processed,04d25798-3a42-ee11-bdf5-000d3a8fd327,5de13563-a168-43ac-a45b-c1b028115bdf
513f1ec9-8e9d-f111-b8db-00224820954c,,"During QC self inspection in March 2024, multiple observations were made of personnel improperly crossing demarcation lines in room 1419 when dropping off samples, which is a non-compliance to local and global SOPs. A barrier was placed at the demarcation line as a control, but a material pass through would be a long-term solution while still having the room available as an egress route.",,"A material pass through similar to the set-up in 205ABP. The bioreactor/inoculum prep rooms also have this set-up between each other. This would be a cabinet with doors on either side, where samples could be placed from the CNC corridor and retrieved from the sample drop off room for storage.",Pending,Self Inspection/Audit,Eliminates compliance risk of crossing demarcation line in room. Reduces incidents/deviations of improper handling of demarcation lines,,400 Shire Way,"Add a Material Pass Through to room 1419 from the CNC corridor, similar to 205ABP setup",,,,,"Add a Material Pass Through to room 1419 from the CNC corridor, similar to 205ABP setup",,,1,0,4,,,,,,,,26664723,2027-12-31 05:00:00.0000000,"During QC self inspection in March 2024, multiple observations were made of personnel improperly crossing demarcation lines in room 1419 when dropping off samples, which is a non-compliance to local and global SOPs. A barrier was placed at the demarcation line as a control, but a material pass through would be a long-term solution while still having the room available as an egress route. The barrier serves as a control and eliminates the requirement for an urgent turnaround. However, the barrier is not a permanent solution.",1. Draft,04d25798-3a42-ee11-bdf5-000d3a8fd327,
b7f1a6a2-c45d-f111-a826-7c1e5215f4b4,"Based on the findings for each RA as they are completed, any risks and subsequent mitigations that are defined through the assessment process will need to be prioritized, resources, sponsored via independent initiatives outside of this project.

The findings will be incorporated into the QPL document via a revision in the Veeva EDMS. These subsequent mitigations will similarly be documented as additional deliverables in the QPL, with assigned task owners, due dates and statuses that will continue to be tracked. These actions may include revisions to the governing ATR documents referenced above.

The QPL is to serve as a living document and tracking mechanism, required to be updated at a minimum 3-month frequency to capture any new deliverables identified as a result of the RA findings, indicating progress and current status.","It was identified during the Investigation PR 5454515 that Risk Assessments (RA) do not exist for the following systems used by MABioOps manufacturing in which an Audit Trail Review (ATR) process is established. It has been determined that these systems in scope do include the use of critical data. Per SOP-218772, “Global SOP, Good Electronic Data Management Practices”, Step 4.10.1. states, ""Determine if an audit trail review risk assessment is required (new and existing systems) based on the system usability for critical data: If the system is used for any critical data, then a formal risk assessment is required in accordance with Step 4.10.2."". The systems in scope are:  Sartorius Sartocheck 5 Plus Filter Integrity Testers, NOVA Flex 2, NucleoCounter NC-202, OsmoTECH XT, SoloVPE Cary60, Building 400 Chromatography Systems (Unicorn), DeltaV (PAS) process equipment.",,"Revise or create risk assessments to review the existing ATR processes of all the systems (Sartorius Sartocheck 5 Plus Filter Integrity Testers, NOVA Flex 2, NucleoCounter NC-202, OsmoTECH XT, SoloVPE Cary60, Building 400 Chromatography Systems (Unicorn), DeltaV (PAS) process equipment) and identify potential issues that may result in a loss of data integrity.",Pending,"It was identified during the Investigation PR 5454515 that Risk Assessments (RA) do not exist for the following systems used by MABioOps manufacturing in which an Audit Trail Review (ATR) process is established. 
(Sartorius Sartocheck 5 Plus Filter Integrity Testers, NOVA Flex 2, NucleoCounter NC-202, OsmoTECH XT, SoloVPE Cary60, Building 400 Chromatography Systems (Unicorn), DeltaV (PAS) process equipment)","There is no impact to operations, there is only compliance risk as we are operating potentially not aligned with a global SOP.",,200 Shire Way; 400 Shire Way; 205 Alewife Brook Parkway,400SW - OPEX - Audit Trail Review - Risk Assessments for Multiple Benchtop Instruments,,Standard Project,,,400SW - OPEX - Audit Trail Review - Risk Assessments for Multiple Benchtop Instruments,Nathan Spillane,1063627,1,0,0,,,,2026-08-19 18:38:25.0000000,,2026-06-01 14:18:15.0000000,,26649306,2027-12-31 05:00:00.0000000,Compliance risk - commitments made via QPL per CAPA 5664355,7. Processed,04d25798-3a42-ee11-bdf5-000d3a8fd327,95f71023-bb3c-4d7b-bc0d-b9871c3cd68b
87e74f55-cc90-f111-8077-0022481fc755,CBRE currently has a quote for approimatley 49K from vendor Centermark that lans and quotes out the installation of the Garlock System on the Cell Therapy Roof. It would require approx 305 feet of Garlock (Mobile Safety Guardrail System. The quote covers both material costs and the cost to life system onto the roof and install.,"The lifeline system located on the Cell Therapy Roof, has frayed and damanged cables and require repair or replacement. The system can currently not be used while waiting for repair.",,"The future state would be to remove the fall protection cabling from the 400SW Cell Therapy Roof and use install approximately (305') linear feet of a Mobile Safety Rail Guardrail System- OSHA Compliant, Galvanized ballasted safety railing along the perimeter edge of the roof system section. The lifeline cable will be removed from the system, and the roof points will stay in place and remain as tie off points for fall protection.",Pending,The damage on the system was identified during a routine schedule inspection of the Lifeline Fall Protection System,"The system is damamged and requires repair It is a customized fall protection system, so it is taking a longer amount of time to find a vendor, qualified and willing to take on the repair. The system is not in use until it is repaired.",,400 Shire Way,400SW - EHS - Cell Therapy Roof Fall Protection Replacement,,Simple Project,,,400SW - EHS - Cell Therapy Roof Fall Protection Replacement,JD Fier,1063574,1,0,0,,,,2026-08-14 16:36:13.0000000,,2026-08-05 12:51:51.0000000,,26372482,2026-09-01 04:00:00.0000000,"Current Lifeline Fall Protection System is damamged and requires repairs. Finding qualified vendors that are willing to repairs the fall protection lines have been difficult and is costly to both maintain and certify. We would like to remove the lifeline fall protection  system and replace it with a Mobile Safety Guardrail System, that is Osha compliant (Garlock Safety System). These systems are already in place for Fall Protection throughout the Lexington Campus and can be found already installed on 300SW and 400SW. Replacement remains compliant with Takeda and Osha requirements for fall protection, does not require maintenance and certifications to maintian, other than non-routine cleaning and painting due to weather and environment. The Lifeline systme cables will be removed,  the anchor points will remain  and can be utlized as tie off points.",7. Processed,04d25798-3a42-ee11-bdf5-000d3a8fd327,c85382f3-fe11-4a71-b61d-acfa29d8f3fb
57c0e116-0123-f111-8341-7c1e52146c0e,"Key stakeholders in the laboratory network architecture project include Laboratory Managers and Directors, who oversee operations and compliance; IT and Network Security Teams, responsible for implementation and security; Quality Assurance and Compliance Officers, who ensure adherence to GMP standards; Data Management and QCIT Support Staff, who handle daily operations; Regulatory Auditors, who review compliance; Financial Controllers, interested in cost implications; End Users, who the changes will directly impact; and Senior Management, who provide strategic oversight and approve resources.
Benefits:
•	Enhanced data integrity and security.
•	Improved compliance with GMP and regulatory requirements.
•	Reduced risk of cyber threats and operational disruptions.
•	Alignment with global network security objectives.","The current network architecture for the Quality Control (QC) lab does not meet industry standards, compromising compliance and data integrity (40-50 applications). There is an urgent need to upgrade the network to include proper VLAN and network segmentation, specifically creating a dedicated QC Network separate from Corporate and Environmental monitoring networks. Additionally, the implementation of appropriate firewall policies is essential. This includes establishing zone-based policies with distinct rules for different network segments, enforcing a default deny approach where all traffic is denied unless explicitly allowed, and adhering to the principle of least privilege by only permitting the minimum necessary ports and protocols for operations. These upgrades are critical to ensuring the protection and integrity of the QC system network.
Recap:
Current Issues:
•	Non-compliance with industry standards.
•	Insufficient network segmentation and security measures.
•	Lack of static IP assignments and consistency in firewall policies.",stephen.morgan@takeda.com,"The desired future state of the laboratory's network architecture aims to establish a robust, secure, and GMP-compliant infrastructure, adhering to industry best practices. This includes enhanced network segmentation with dedicated QC, Corporate, and Environmental monitoring networks, comprehensive static IP assignment for reliable management, and strong firewall policies with a default deny stance and least privilege principle. Implementing jump servers provides secure access with audit trails, while unused network ports will be deactivated for improved network hygiene and resource optimization. Security practices will be consistently updated, and all systems will be validated in accordance with the new architecture that meets GMP standards, ensuring regulatory readiness and improved operational efficiency while minimizing downtime and streamlining processes.",Pending,"As a new member of Takeda with extensive experience in GMP IT environments, I have observed several critical deficiencies in the laboratory's network architecture. There is a notable lack of adherence to industry standards, including the absence of static IP assignments for equipment and insufficient network segmentation from other areas. The current configuration also lacks the necessary jump servers for secure system connections, resulting in a significant security gap. Furthermore, many network ports remain active despite being unused, and there is a lack of consistency in implementing firewall policies. Addressing these issues is imperative to enhance the security and compliance of our network infrastructure.","The current deficiencies in the laboratory's network architecture are having several significant impacts:
•	Data Integrity and Security Risks: The lack of static IP assignments and proper network segmentation increases the risk of unauthorized access and data breaches. This compromises the integrity and confidentiality of sensitive laboratory data.
•	Regulatory Non-Compliance: The failure to adhere to GMP standards and industry best practices exposes the organization to potential regulatory penalties and compliance issues, jeopardizing its operational license and reputation.
•	Operational Inefficiencies: Inconsistent firewall policies and unsecured network ports can lead to vulnerabilities, resulting in potential downtime, inefficiencies, and increased maintenance efforts.
•	Increased Cybersecurity Threats: The absence of jump servers and proper security measures heightens the risk of cyberattacks, which could disrupt laboratory operations and lead to significant financial and reputational damage.
•	Audit and Inspection Failures: These deficiencies could be flagged during audits or inspections, leading to corrective actions, fines, or even suspension of laboratory activities until compliance is achieved.",,300 Shire Way,300SW - DD&T - Management Information Base (MIB) for the QC Lab Network,,Standard Project,,,300SW - DD&T - Management Information Base (MIB) for the QC Lab Network,Mahesh Kulkarni,1055463,1,0,0,,,,2026-08-14 14:25:36.0000000,,2026-03-18 19:51:25.0000000,,26371591,2026-09-14 04:00:00.0000000,"The QC laboratory network architecture project is aligned with Takeda's global network security initiative to ensure consistency and effectiveness across the organization. By adhering to standardized security protocols and global policies, the project will leverage centralized expertise and tools, enhancing security and compliance with GMP standards. It will also improve data protection through advanced network segmentation and robust firewall policies. This alignment ensures scalability for future security projects, operational synergies, and optimized resource use. Additionally, it supports a unified security strategy, global compliance, and improved incident response, contributing to a cohesive and resilient security posture across Takeda’s global operations.",7. Processed,04d25798-3a42-ee11-bdf5-000d3a8fd327,c5b43226-8023-4165-8b39-e0a9dc464fec
82558bf3-0223-f111-8342-7c1e52146908,14Aug26 - Canceled based on Lloyd's response via email to include scope into the replacement of the centrifuges with ATF.,Look to further integrate more process equipment and manufacturing equipment into deltav. continue to switch instruments to EIOC.,stephen.morgan@takeda.com,Please add info,Cancelled,Please add info,Please add info,,400 Shire Way,400SW - AUTO - DeltaV Further Digitization,,,,,400SW - AUTO - DeltaV Further Digitization,Lloyd Vallance,,1,0,0,,,,,,,,26371377,2026-09-14 04:00:00.0000000,Please add info,1. Draft,04d25798-3a42-ee11-bdf5-000d3a8fd327,7351aecd-5444-47e4-b9f9-80b777b42129
1ea81741-0023-f111-8342-7c1e52146908,Update on 14Aug26 - RP - Email from Lloyd - Unicorn needs to move forward but we have not defined the scope of the project that we need to move forward.  The original project (prior to me joining Takeda) was to upgrade the operating system of the underlying operating system so that we could put the new version of PI collector on it for our PI upgrade.  This led us down a path where we need to determine if we should be upgrading the unicorn skids to new equipment as well.  I believe process engineering was looking at these options and was going to present to ELT with a recommendation that we could bring to site leadership.  This has been a lower priority because the systems currently work but or a risk and the fix could be costly.  It might be better to cancel this project and present the new scope in a new project for FY27.,There is no plan in place to mitigate the obsolete Unicorn based skids currently used in manufacturing. the current operating system and data collection is at end of life and we must have a plan to mitigate these.,stephen.morgan@takeda.com,Process Engineering and Automation Engineering should partner on coming up with a replacement plan and/or mitigation plan for the existing skids.,Cancelled,During the PI connector upgrade it was discovered that the existing OS and PI connector on the unicorn skids cannot be upgraded.,Security and patches can no longer be applied to the existing system and Takeda must reach out the vendor for everything.,,400 Shire Way; 205 Alewife Brook Parkway,400SW - AUTO - Unicorn OS-Equipment Upgrade,,,,,400SW - AUTO - Unicorn OS-Equipment Upgrade,Lloyd Vallance,,1,0,0,,,,,,2026-03-18 19:51:37.0000000,,26371258,2026-09-14 04:00:00.0000000,We need a plan to move forward with keeping these pieces of equipment current.,2. Prioritization,04d25798-3a42-ee11-bdf5-000d3a8fd327,7351aecd-5444-47e4-b9f9-80b777b42129
11e64f6a-0323-f111-8341-7c1e52146c0e,"Update on 12Aug26 - RP - Email from Mike A - Currently, there are no plans to kick-off APMS 2.0 project. RE will continue to build out APMS capability through new projects/assets being added to the site and when time/resources are available, 2.0 will be initiated. 

GMS Six Big Rocks Tier 5 Breakthrough Initiative in FY24 which requires a continuous rollout year over year",The APMS system is launching at MBO in FY24 with a continuous rollout required over several years. Assets will be connected to APMS each year based on business need and asset criticality,stephen.morgan@takeda.com,The second wave of assets are connected to APMS and predicting equipment failures proactively.,Cancelled,The APMS system is a one of the GMS Six Big Rocks Tier 5 Breakthrough Initiatives,"The system will help predict equipment failures before the failures occur therefore saving product, quality & compliance and labor.",,200 Shire Way; 300 Shire Way; Belmont Warehouse; 400 Shire Way; 205 Alewife Brook Parkway; North Reading Warehouse,MBO - AUTO - APMS Asset Performance Management System 2.0,,,,,MBO - AUTO - APMS Asset Performance Management System 2.0,Michael Allen,,1,0,0,,,,,,2026-03-18 19:51:14.0000000,,26131550,2026-09-14 04:00:00.0000000,The second wave of APMS assets to be moved to the system will be required by FY25 as the launch of the APMS system and initial assets is occurring in FY24,2. Prioritization,04d25798-3a42-ee11-bdf5-000d3a8fd327,df5ec455-709c-4745-9a0e-83ee131763b6
14e39dd8-3e49-f111-bec6-0022481fc755,"11AUG26 - Project Idea canceled as there was no prioritzation details populated. 

Recent efforts have been implemented on the Recovery 1 UF system, UFS-2601, to address a similar issue. This provides an opportunity to assess whether a comparable solution can be applied across the PUR UF skids in the 400SW suites to standardize the approach and prevent recurrence.","In the 400SW Purification suites, UF skids UFS-3120, UFS-3220, and UFS-3310 are configured with membrane valves that fail open in the event of a loss of compressed air. No products within the facility have a validated process for offline membrane storage, meaning membranes must remain stored on the UF system or be discarded. Under conditions where compressed air is lost, including during LOTO activities, this configuration can result in unintended membrane unstorage.",,"The proposed future state is to implement a solution that prevents unintended membrane unstorage during LOTO conditions or loss of compressed air. Potential approaches include updating LOTO procedures to ensure membrane integrity is maintained during equipment isolation, modifying the compressed air system to maintain actuator pressure to critical membrane valves during LOTO, or converting the membrane valves from a fail-open to a fail-closed configuration through actuator replacement or reconfiguration.",Cancelled,"This issue has occurred previously; however, the most recent instance was identified during deviation investigation PR 5902770. During this event, UFS-3120 was placed under LOTO to prevent use while the investigation was ongoing. During this period, the membranes became unstored for approximately 4 days, and was unnoticed as this was not an anticipated outcome. This condition could have led to operational impact if not identified prior to system release. As a result, the membranes required replacement before the next batch, leading to the loss of 1 cycle on the installed membranes and 3 cycles on the replacement set due to planned removal after that batch for product changeover. This resulted in an approximate financial impact of $20,000.","The impact to operations includes both direct and indirect effects. Directly, premature membrane replacement reduces the usable lifecycle of the membranes and results in material loss. Indirectly, when occurrences are identified early, MFG must spend additional time re-performing membrane cleaning and storage activities, which also increases consumption of utilities such as WFI and 0.5 M NaOH. The current configuration also increases operational risk by allowing unintended membrane unstorage during LOTO or compressed air interruptions and relies on operator awareness rather than engineered safeguards.",,400 Shire Way,[OPEX] - Improve LOTO Procedures and Membrane Valve Fail States on PUR UF Skids at 400SW,,,,,[OPEX] - Improve LOTO Procedures and Membrane Valve Fail States on PUR UF Skids at 400SW,Minhazuddin Mohammed,,1,0,0,,,,,,2026-05-06 11:29:49.0000000,,25990120,2026-12-31 05:00:00.0000000,"There is no immediate regulatory or hard deadline; however, the current configuration presents an operational risk that can lead to unplanned work and potential process impact if not addressed.",2. Prioritization,04d25798-3a42-ee11-bdf5-000d3a8fd327,4ae827d4-e8a4-4835-9246-e30fe73e82f6
262bc547-a648-f111-bec6-000d3a8cdfc7,"11AUG26 - Project Idea canceled as there was no prioritzation details populated. 

Quantitative Benefits

Estimated inbound freight savings of approximately $500K per year based on trial extrapolation
Improved predictability of freight costs
Reduced Direct Materials cost variance driven by freight

Qualitative Benefits

Materials cost transparency
End‑to‑end inbound visibility and risk management
Centralized inbound operations (“Control Tower”)
Improved compliance, accountability, and audit readiness
Process efficiency and invoice accurac


Initial trial compared 3PL‑managed freight vs. supplier‑managed freight for 4 domestic SUT shipments (June–Nov 2025)
Trial results aligned with prior pilot findings and industry benchmarks
Current service levels are stable with minimal delays; transition planning will be required to maintain service continuity
Cold chain, regulated, or specialty materials may continue under supplier‑managed transport where risk warrants","Direct material suppliers select carriers, negotiate freight rates, and manage inbound transportation
Freight charges are itemized on material invoices but not managed separately
No inbound freight budget exists for Mass Bio
Freight costs accrue to the Materials cost center, unlike other Bio sites
Inbound freight spend is not tracked, audited, or negotiated globally or regionally
Approximately 2,780 inbound deliveries per year occur with limited cost control or visibility",mauie.slepoy@takeda.com; ishua.oronoz@takeda.com,"Mass Bio implements a centralized inbound transportation operating model using a third‑party logistics provider (3PL) Control Tower. Inbound freight for direct materials is centrally managed, tracked, and audited, with improved cost transparency, predictable spend, end‑to‑end visibility, compliance readiness, and reduced supply risk. The model enables scalable governance and supports future expansion across the Bio OpU",Cancelled,"Cost variance analysis of Direct Materials
Industry benchmarking
Inbound freight cost trial comparing supplier‑managed vs. 3PL‑managed transportation","Direct Materials cost variability (reported range ~1.8–4.6 OY)
Limited visibility into freight spend and COGS impact
Fragmented inbound transportation setup by supplier, category, and site
Significant unquantified internal effort spent on tracking and in‑transit reporting
Missed opportunity for consolidated freight negotiation and tariff optimization",,400 Shire Way,[OPEX] Inbound Freight Cost Reduction,,,,,[OPEX] Inbound Freight Cost Reduction,Terence Jackson,,1,0,0,,,,,,2026-05-05 17:18:17.0000000,,25990117,2026-11-01 04:00:00.0000000,"Mass Bio does not currently control, budget, track, or audit inbound freight costs for direct materials. Freight is embedded in supplier invoices and accrued to the same cost center as materials, driving Direct Materials cost variance and limiting visibility into total freight spend, COGS impact, and compliance readiness. If no action is taken, Mass Bio will continue to incur unmanaged freight costs, lack negotiating leverage, and face increasing governance and scalability risk as volumes grow.",2. Prioritization,04d25798-3a42-ee11-bdf5-000d3a8fd327,47dfdf99-13e2-441c-8c63-abbc31aa7da0
